Planet Name,Host Star,Number of Stars,Number of Planets,Number of Moons,Discovery Facility,Discovery Method,Discovery Telescope,Discovery Instrument,Discovery Year,Planet Radius [Earth radii],Planet Mass [Earth mass],Planet Density [g/cm^3],Equilibrium Temperature [K],Distance from Earth [pc],Spectral Type
55 Cnc e,55 Cnc,2,5,0,McDonald Observatory,Radial Velocity,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,2004-01-01,2.08,7.81,4.78,1958.0,12.5855,
AU Mic b,AU Mic,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,4.07,17.0,1.4,593.0,9.7221,
AU Mic c,AU Mic,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,3.24,13.6,2.3,454.0,9.7221,
BD+20 594 b,BD+20 594,1,1,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2016-01-01,2.23,16.3,7.89,546.0,179.461,G
CoRoT-1 b,CoRoT-1,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2008-01-01,15.917,340.0781,0.44,1834.0,787.909,
CoRoT-1 b,CoRoT-1,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2008-01-01,16.7,327.35,0.38,1898.0,787.909,G
CoRoT-1 b,CoRoT-1,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2008-01-01,17.385,327.3649,0.344,1915.0,787.909,
CoRoT-10 b,CoRoT-10,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2010-01-01,10.87,874.0,3.7,600.0,338.386,K
CoRoT-10 b,CoRoT-10,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2010-01-01,10.548,883.5674,4.16,647.0,338.386,
CoRoT-11 b,CoRoT-11,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2010-01-01,15.984,743.7222,1.0,1735.0,655.037,
CoRoT-11 b,CoRoT-11,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2010-01-01,16.03,740.51,0.99,1657.0,655.037,F
CoRoT-11 b,CoRoT-11,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2010-01-01,15.581,791.3967,0.93,1715.0,655.037,
CoRoT-12 b,CoRoT-12,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2010-01-01,16.14,291.438,0.411,1442.0,1126.37,
CoRoT-12 b,CoRoT-12,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2010-01-01,15.132,281.91521,0.448,1410.0,1126.37,
CoRoT-12 b,CoRoT-12,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2010-01-01,15.065,277.46559,0.447,1417.0,1126.37,
CoRoT-13 b,CoRoT-13,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2010-01-01,9.92,415.704,2.34,1700.0,1148.93,G
CoRoT-13 b,CoRoT-13,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2010-01-01,14.034,416.99296,0.82,1432.0,1148.93,
CoRoT-14 b,CoRoT-14,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2010-01-01,12.22,2415.4,7.3,1952.0,1744.6,F
CoRoT-14 b,CoRoT-14,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2010-01-01,11.411,2437.7561,9.0,1936.0,1744.6,
CoRoT-17 b,CoRoT-17,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2011-01-01,11.43,772.29,2.82,1626.0,1176.12,G
CoRoT-17 b,CoRoT-17,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2011-01-01,11.287,781.8618,3.0058,1610.0,1176.12,
CoRoT-18 b,CoRoT-18,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2011-01-01,14.022,1039.3041,2.07,1490.0,764.889,
CoRoT-18 b,CoRoT-18,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2011-01-01,14.68,1102.82,2.2,1550.0,764.889,G
CoRoT-18 b,CoRoT-18,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2011-01-01,12.846,1048.839,2.73,1487.0,764.889,
CoRoT-19 b,CoRoT-19,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2011-01-01,13.339,346.4347,0.798,1630.0,790.663,
CoRoT-19 b,CoRoT-19,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2011-01-01,14.46,352.78,0.71,2000.0,790.663,F
CoRoT-2 b,CoRoT-2,2,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2008-01-01,15.85,1052.0173,1.553,1535.0,213.283,
CoRoT-2 b,CoRoT-2,2,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2008-01-01,16.477,1150.5446,1.418,1548.0,213.283,
CoRoT-2 b,CoRoT-2,2,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2008-01-01,16.365,1134.6531,1.427,1521.0,213.283,
CoRoT-20 b,CoRoT-20,1,2,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2011-01-01,11.209,1315.8162,5.2,1024.0,844.061,
CoRoT-20 b,CoRoT-20,1,2,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2011-01-01,9.42,1347.54,8.87,1002.0,844.061,G
CoRoT-20 b,CoRoT-20,1,2,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2011-01-01,13.002,1608.2198,4.0,1100.0,844.061,
CoRoT-22 b,CoRoT-22,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-01-01,4.88,12.2,0.249,885.0,627.158,G
CoRoT-23 b,CoRoT-23,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2011-01-01,13.227,972.5598,2.3275,1710.0,1060.97,
CoRoT-23 b,CoRoT-23,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2011-01-01,11.77,889.9,3.0,1660.0,1060.97,G
CoRoT-24 b,CoRoT-24,1,2,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-01-01,3.7,5.7,0.9,1070.0,591.555,K
CoRoT-24 c,CoRoT-24,1,2,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-01-01,5.0,28.0,1.3,850.0,591.555,K
CoRoT-25 b,CoRoT-25,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2013-01-01,12.11,85.81,0.15,1330.0,1103.48,F
CoRoT-26 b,CoRoT-26,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2013-01-01,14.12,165.26,0.28,1600.0,1045.18,G
CoRoT-27 b,CoRoT-27,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2014-01-01,11.287,3302.11,12.6,1500.0,1010.28,G
CoRoT-3 b,CoRoT-3,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2008-01-01,11.624,6979.5468,24.5,1695.0,768.771,
CoRoT-35 b,CoRoT-35,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2022-01-01,18.831,349.61125,0.29,1747.0,1123.21,F
CoRoT-36 b,CoRoT-36,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2022-01-01,15.805,216.12332,0.25,1567.0,925.958,F
CoRoT-4 b,CoRoT-4,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2008-01-01,13.34,228.83,0.525,1074.0,726.412,
CoRoT-4 b,CoRoT-4,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2008-01-01,13.002,232.33373,0.583,1058.0,726.412,
CoRoT-5 b,CoRoT-5,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2009-01-01,15.558,148.42,0.217,1438.0,882.472,F
CoRoT-5 b,CoRoT-5,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2009-01-01,13.249,149.3801,0.354,1348.0,882.472,
CoRoT-5 b,CoRoT-5,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2009-01-01,14.079,145.88397,0.288,1397.0,882.472,
CoRoT-6 b,CoRoT-6,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2009-01-01,13.283,940.7768,2.21,1025.0,645.294,
CoRoT-6 b,CoRoT-6,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2009-01-01,13.068,940.74,2.32,1017.0,645.294,F
CoRoT-7 b,CoRoT-7,1,3,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2009-01-01,1.861,6.99226,6.0,1910.0,159.906,
CoRoT-7 b,CoRoT-7,1,3,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2009-01-01,1.585,5.74,7.5,1756.0,159.906,
CoRoT-8 b,CoRoT-8,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2010-01-01,7.981,68.65128,0.74,922.0,322.037,
CoRoT-8 b,CoRoT-8,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2010-01-01,6.938,69.28694,1.1,870.0,322.037,
CoRoT-9 b,CoRoT-9,2,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2009-01-01,11.624,262.52758,0.92,413.0,412.98,
CoRoT-9 b,CoRoT-9,2,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2009-01-01,11.949,266.9772,0.86,420.0,412.98,
CoRoTID 223977153 b,CoRoTID 223977153,1,1,0,CoRoT,Transit,0.27 m CoRoT Telescope,CoRoT CCD Array,2017-01-01,6.389,47.6745,1.1,938.0,576.683,G
EPIC 211945201 b,EPIC 211945201,1,1,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2018-01-01,6.12,27.0,0.65,886.0,181.69,G
EPIC 220674823 b,EPIC 220674823,1,2,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2016-01-01,1.725,8.21,8.77,2300.0,244.59,
EPIC 220674823 b,EPIC 220674823,1,2,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2016-01-01,1.52,8.36,13.1,2333.0,244.59,G
EPIC 220674823 b,EPIC 220674823,1,2,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2016-01-01,1.82,9.0,8.57,2063.0,244.59,
EPIC 220674823 c,EPIC 220674823,1,2,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2016-01-01,2.836,8.9,2.12,805.0,244.59,
EPIC 220674823 c,EPIC 220674823,1,2,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2016-01-01,2.77,5.7,1.3,722.0,244.59,
EPIC 220674823 c,EPIC 220674823,1,2,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2016-01-01,2.5,5.8,2.0,774.0,244.59,G
EPIC 229004835 b,EPIC 229004835,1,1,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2023-01-01,2.332,10.4,4.49,804.0,121.971,
EPIC 246851721 b,EPIC 246851721,2,1,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2018-01-01,11.781,953.49,3.1,1401.0,372.632,F
EPIC 249893012 b,EPIC 249893012,1,3,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2020-01-01,1.95,8.75,6.39,1616.0,321.296,G
EPIC 249893012 c,EPIC 249893012,1,3,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2020-01-01,3.67,14.67,1.62,990.0,321.296,G
EPIC 249893012 d,EPIC 249893012,1,3,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2020-01-01,3.94,10.18,0.91,752.0,321.296,G
GJ 1132 b,GJ 1132,1,2,0,Cerro Tololo Inter-American Observatory,Transit,MEarth-South telescope array,Apogee CCD Sensor,2015-01-01,1.16,1.62,6.0,409.0,12.613,M
GJ 1132 b,GJ 1132,1,2,0,Cerro Tololo Inter-American Observatory,Transit,MEarth-South telescope array,Apogee CCD Sensor,2015-01-01,1.13,1.66,6.3,529.0,12.613,
GJ 1132 b,GJ 1132,1,2,0,Cerro Tololo Inter-American Observatory,Transit,MEarth-South telescope array,Apogee CCD Sensor,2015-01-01,1.43,1.63,3.1,644.0,12.613,
GJ 1214 b,GJ 1214,1,1,0,MEarth Project,Transit,0.4 m MEarth Telescope,Apogee CCD Sensor,2009-01-01,2.742,8.17,2.2,596.0,14.6427,M
GJ 1214 b,GJ 1214,1,1,0,MEarth Project,Transit,0.4 m MEarth Telescope,Apogee CCD Sensor,2009-01-01,2.74,6.37,1.68,547.0,14.6427,
GJ 1214 b,GJ 1214,1,1,0,MEarth Project,Transit,0.4 m MEarth Telescope,Apogee CCD Sensor,2009-01-01,2.678,6.55,1.87,555.0,14.6427,
GJ 143 b,GJ 143,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2019-01-01,2.61,22.7,7.0,422.0,16.32,K
GJ 3090 b,GJ 3090,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,2.13,3.34,1.89,693.0,22.4751,M
GJ 3470 b,GJ 3470,1,1,0,La Silla Observatory,Radial Velocity,3.6 m ESO Telescope,HARPS Spectrograph,2012-01-01,3.88,12.58,0.93,615.0,29.4214,M
GJ 3470 b,GJ 3470,1,1,0,La Silla Observatory,Radial Velocity,3.6 m ESO Telescope,HARPS Spectrograph,2012-01-01,4.2,14.0,1.07,615.0,29.4214,M
GJ 3470 b,GJ 3470,1,1,0,La Silla Observatory,Radial Velocity,3.6 m ESO Telescope,HARPS Spectrograph,2012-01-01,4.57,13.9,0.8,594.0,29.4214,
GJ 3470 b,GJ 3470,1,1,0,La Silla Observatory,Radial Velocity,3.6 m ESO Telescope,HARPS Spectrograph,2012-01-01,3.88,13.73,1.18,604.0,29.4214,
GJ 3473 b,GJ 3473,2,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2020-01-01,1.264,1.86,5.03,773.0,27.3644,
GJ 357 b,GJ 357,1,3,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2019-01-01,1.217,1.84,5.6,525.0,9.44181,M
GJ 367 b,GJ 367,1,1,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2021-01-01,0.718,0.546,8.106,1745.0,9.41263,M
GJ 3929 b,GJ 3929,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,1.15,1.21,4.4,569.0,15.8095,M
GJ 3929 b,GJ 3929,1,2,0,Transiting Exoplanet Survey Satellite (TESS),Transit,0.1 m TESS Telescope,TESS CCD Array,2022-01-01,1.09,1.75,7.3,568.0,15.8095,
GJ 436 b,GJ 436,1,1,0,W. M. Keck Observatory,Radial Velocity,10 m Keck I Telescope,HIRES Spectrometer,2004-01-01,4.26,23.201,1.7,650.0,9.75321,M
GJ 436 b,GJ 436,1,1,0,W. M. Keck Observatory,Radial Velocity,10 m Keck I Telescope,HIRES Spectrometer,2004-01-01,4.091,23.42407,2.01,669.0,9.75321,
GJ 436 b,GJ 436,1,1,0,W. M. Keck Observatory,Radial Velocity,10 m Keck I Telescope,HIRES Spectrometer,2004-01-01,4.191,23.13802,1.73,686.0,9.75321,
GJ 436 b,GJ 436,1,1,0,W. M. Keck Observatory,Radial Velocity,10 m Keck I Telescope,HIRES Spectrometer,2004-01-01,4.222,23.1688,1.69,649.0,9.75321,
GJ 486 b,GJ 486,1,1,0,Calar Alto Observatory,Radial Velocity,3.5 m telescope,CARMENES,2021-01-01,1.305,2.82,7.0,701.0,8.07426,M
GJ 9827 b,GJ 9827,1,3,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2017-01-01,1.58,3.69,5.11,1114.0,29.661,K
GJ 9827 b,GJ 9827,1,3,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2017-01-01,1.62,3.42,4.5,1172.0,29.661,K
GJ 9827 b,GJ 9827,1,3,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2017-01-01,1.577,5.14,7.19,1175.0,29.661,
GJ 9827 c,GJ 9827,1,3,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2017-01-01,1.269,2.42,6.4,811.0,29.661,K
GJ 9827 c,GJ 9827,1,3,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2017-01-01,1.24,1.45,4.13,771.0,29.661,K
GJ 9827 c,GJ 9827,1,3,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2017-01-01,1.241,1.3,3.7,813.0,29.661,
GJ 9827 d,GJ 9827,1,3,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2017-01-01,2.07,5.2,3.23,680.0,29.661,K
GJ 9827 d,GJ 9827,1,3,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2017-01-01,2.04,2.35,1.51,646.0,29.661,K
GJ 9827 d,GJ 9827,1,3,0,K2,Transit,0.95 m Kepler Telescope,Kepler CCD Array,2017-01-01,2.022,3.53,2.34,681.0,29.661,
GPX-1 b,GPX-1,1,1,0,Acton Sky Portal Observatory,Transit,279mm RASA-11 wide-field telescope,FLI ML16200 camera,2021-01-01,16.477,6261.21962,8.22242,2300.0,655.013,F
HAT-P-1 b,HAT-P-1,2,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2006-01-01,13.641,166.54292,0.386,1291.0,158.979,
HAT-P-1 b,HAT-P-1,2,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2006-01-01,14.785,166.86075,0.282,1322.0,158.979,
HAT-P-1 b,HAT-P-1,2,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2006-01-01,14.785,168.13207,0.358,1322.0,158.979,
HAT-P-1 b,HAT-P-1,2,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2006-01-01,13.922,169.08556,0.345,1306.0,158.979,
HAT-P-11 b,HAT-P-11,1,2,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2008-01-01,4.45,26.69772,1.68,838.0,37.7647,
HAT-P-11 b,HAT-P-11,1,2,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2008-01-01,4.73,25.743,1.33,878.0,37.7647,K
HAT-P-12 b,HAT-P-12,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2009-01-01,10.637,67.06213,0.328,975.0,142.751,
HAT-P-12 b,HAT-P-12,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2009-01-01,10.301,63.88383,0.242,955.0,142.751,
HAT-P-12 b,HAT-P-12,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2009-01-01,10.749,67.059,0.3192,963.0,142.751,K
HAT-P-13 b,HAT-P-13,1,2,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2009-01-01,16.668,287.95398,0.362,1740.0,246.81,
HAT-P-13 b,HAT-P-13,1,2,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2009-01-01,14.359,271.098,0.498,1653.0,246.81,G
HAT-P-14 b,HAT-P-14,2,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2010-01-01,13.451,724.6524,1.75,1612.0,222.663,F
HAT-P-14 b,HAT-P-14,2,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2010-01-01,12.89,709.367,1.82,1570.0,222.663,F
HAT-P-14 b,HAT-P-14,2,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2010-01-01,13.664,721.79193,1.56,1624.0,222.663,
HAT-P-15 b,HAT-P-15,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2010-01-01,12.016,618.471,1.96,904.0,192.516,G
HAT-P-16 b,HAT-P-16,3,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2010-01-01,13.339,1331.38987,2.47,1571.0,226.637,
HAT-P-16 b,HAT-P-16,3,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2010-01-01,14.448,1332.605,2.42,1626.0,226.637,F
HAT-P-17 b,HAT-P-17,1,2,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2010-01-01,11.321,169.71,0.64,792.0,92.3831,K
HAT-P-18 b,HAT-P-18,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2010-01-01,11.153,62.61,0.25,852.0,161.4,K
HAT-P-18 b,HAT-P-18,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2010-01-01,10.615,62.29468,0.286,841.0,161.4,
HAT-P-19 b,HAT-P-19,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2010-01-01,12.689,92.802,0.25,1010.0,202.078,K
HAT-P-2 b,HAT-P-2,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2007-01-01,12.969,2888.95,7.29,1540.0,127.774,
HAT-P-2 b,HAT-P-2,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2007-01-01,11.243,2771.4776,10.7,1398.0,127.774,
HAT-P-2 b,HAT-P-2,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2007-01-01,13.339,2777.8342,6.8,1516.0,127.774,
HAT-P-2 b,HAT-P-2,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2007-01-01,12.3,2828.6,7.3,1700.0,127.774,F
HAT-P-20 b,HAT-P-20,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2010-01-01,11.489,2294.7326,8.31,964.0,71.0374,
HAT-P-20 b,HAT-P-20,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2010-01-01,9.718,2302.899,13.78,970.0,71.0374,K
HAT-P-20 b,HAT-P-20,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2010-01-01,9.75,2320.1,13.8,950.0,71.0374,K
HAT-P-21 b,HAT-P-21,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2010-01-01,11.478,1291.289,4.68,1283.0,277.278,G
HAT-P-22 b,HAT-P-22,2,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2010-01-01,12.106,682.352,2.11,1283.0,81.7647,G
HAT-P-22 b,HAT-P-22,2,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2010-01-01,12.106,682.69884,2.14,1463.0,81.7647,
HAT-P-22 b,HAT-P-22,2,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2010-01-01,11.882,696.68336,1.72,1293.0,81.7647,G
HAT-P-23 b,HAT-P-23,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2010-01-01,15.334,664.237,1.01,2056.0,364.813,G
HAT-P-23 b,HAT-P-23,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2010-01-01,13.72,658.0,1.406,1951.0,364.813,
HAT-P-24 b,HAT-P-24,2,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2010-01-01,13.922,217.704,0.44,1637.0,415.344,F
HAT-P-25 b,HAT-P-25,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2010-01-01,13.339,180.202,0.42,1202.0,300.384,G
HAT-P-25 b,HAT-P-25,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2010-01-01,12.722,180.84527,0.483,1182.0,300.384,
HAT-P-26 b,HAT-P-26,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2010-01-01,6.333,18.751,0.4,1001.0,141.837,K
HAT-P-28 b,HAT-P-28,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2011-01-01,13.585,198.953,0.44,1384.0,401.319,G
HAT-P-29 b,HAT-P-29,2,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2011-01-01,11.926,243.77561,0.79,1271.0,313.576,
HAT-P-29 b,HAT-P-29,2,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2011-01-01,12.408,247.261,0.71,1260.0,313.576,F
HAT-P-3 b,HAT-P-3,2,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2007-01-01,10.077,189.42668,1.02,1127.0,134.554,
HAT-P-3 b,HAT-P-3,2,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2007-01-01,10.615,185.61272,0.855,1189.0,134.554,
HAT-P-3 b,HAT-P-3,2,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2007-01-01,10.211,189.10885,0.975,1170.0,134.554,
HAT-P-30 b,HAT-P-30,2,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2011-01-01,15.02,225.968,0.37,1630.0,213.985,
HAT-P-31 b,HAT-P-31,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2011-01-01,11.99,689.98,2.18,1450.0,344.05,
HAT-P-32 b,HAT-P-32,2,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2011-01-01,20.053,273.322,0.19,1786.0,289.205,
HAT-P-32 b,HAT-P-32,2,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2011-01-01,22.194,216.1244,0.108,1836.0,289.205,
HAT-P-32 b,HAT-P-32,2,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2011-01-01,20.131,273.3338,0.18,1779.0,289.205,
HAT-P-33 b,HAT-P-33,2,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2011-01-01,18.898,242.176,0.2,1782.0,396.11,
HAT-P-34 b,HAT-P-34,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2011-01-01,13.417,1057.694,2.4,1520.0,249.325,
HAT-P-35 b,HAT-P-35,3,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2011-01-01,14.93,334.979,0.55,1581.0,506.965,
HAT-P-36 b,HAT-P-36,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2011-01-01,14.168,582.24,1.12,1823.0,294.419,
HAT-P-36 b,HAT-P-36,1,1,0,HATNet,Transit,Canon 200mm f/1.8L,2K CCD Sensor,2011-01-01,15.211,611.82275,0.955,1820.0,294.419,
